Telemetry ID:  2, Ref Time:     42000000, Body length: 34, :‚r‚‚ºÂŠŠbj‚‚r‚¢²¢’ŠbZ‚‚rŠ‚‚‚Š‚R²¢
(
Telemetry ID:  2, Ref Time:   2782000000, Body length: 122, :$VNYMR,+102.952,+005.837,-001.712,-00.2323,-00.9210,+01.2271,+00.989,+00.241,-09.818,+00.000734,+00.046274,-00.009697*61

Telemetry ID:  2, Ref Time:   2807000000, Body length: 122, :$VNYMR,+102.939,+005.895,-001.708,-00.2527,-00.9074,+01.2029,+00.952,+00.269,-09.763,+00.003589,+00.040565,-00.007303*6D

Telemetry ID:  2, Ref Time:   2832000000, Body length: 122, :$VNYMR,+102.927,+005.941,-001.700,-00.2188,-00.9412,+01.2266,+00.960,+00.262,-09.804,+00.007141,+00.031155,-00.007311*6C

Telemetry ID:  2, Ref Time:   2857000000, Body length: 122, :$VNYMR,+102.915,+005.973,-001.689,-00.2663,-00.9005,+01.1785,+00.943,+00.271,-09.803,+00.008495,+00.020369,-00.008020*63

Telemetry ID:  2, Ref Time:   2882000000, Body length: 122, :$VNYMR,+102.905,+005.988,-001.675,-00.2326,-00.9344,+01.2185,+00.944,+00.273,-09.816,+00.009854,+00.007247,-00.006388*64

Telemetry ID:  2, Ref Time:   2907000000, Body length: 122, :$VNYMR,+102.895,+005.985,-001.662,-00.2596,-00.9073,+01.1947,+00.935,+00.280,-09.829,+00.010378,-00.004926,-00.007547*6E

Telemetry ID:  2, Ref Time:   2932000000, Body length: 122, :$VNYMR,+102.884,+005.964,-001.650,-00.2322,-00.9143,+01.2355,+00.933,+00.279,-09.840,+00.009167,-00.017330,-00.005642*61

Telemetry ID:  2, Ref Time:   2957000000, Body length: 122, :$VNYMR,+102.875,+005.929,-001.641,-00.2668,-00.9206,+01.1778,+00.945,+00.301,-09.827,+00.004977,-00.026312,-00.007294*62

Telemetry ID:  2, Ref Time:   2982000000, Body length: 122, :$VNYMR,+102.864,+005.883,-001.636,-00.2256,-00.9278,+01.2351,+00.958,+00.306,-09.796,+00.003567,-00.033043,-00.006550*66

Telemetry ID:  1, Ref Time:   2105000000, Body length: 39, :$GPGGA,001038.799,,,,,0,0,,,M,,M,,*45
