,Time,AccelX,AccelY,AccelZ,AccelX_G,,,,,,,,,,,,,,,,,
64708,21.2,2.426,-7.205,-16.684,0.24755102,,,,,,,,,,,,,,,,,
64709,21.225,4.147,-0.515,-20.813,0.423163265,,,,,,,,,,,,,,,,,
64710,21.25,3.196,-3,-18.42,0.326122449,,,,,,,,,,,,,,,,,
64711,21.275,3.578,-6.15,-17.749,0.365102041,,,,,,,,,,,,,,,,,
64712,21.3,4.186,1.306,-19.932,0.427142857,,,,,,,,,,,,,,,,,
64713,21.325,5.245,-7.15,-19.777,0.535204082,,,,,,,,,,,,,,,,,
64714,21.35,5.697,-6.592,-21.385,0.581326531,,,,,,,,,,,,,,,,,
64715,21.375,4.845,2.183,-19.876,0.494387755,,,,,,,,,,,,,,,,,
64716,21.4,4.504,-0.259,-19.794,0.459591837,,,,,,,,,,,,,,,,,
64717,21.425,3.568,1.68,-19.925,0.364081633,,,,,,,,,,,,,,,,,
64718,21.45,4.64,9.338,-22.301,0.473469388,,,,,,,,,,,,,,,,,
64719,21.475,3.295,8.551,-22.629,0.33622449,,,,,,,,,,,,,,,,,
64720,21.5,2.812,11.365,-17.85,0.286938776,,,,,,,,,,,,,,,,,
64721,21.525,2.121,5.311,-19.882,0.216428571,,,,,,,,,,,,,,,,,
64722,21.55,3.349,5.892,-15.758,0.341734694,,,,,,,,,,,,,,,,,
64723,21.575,1.276,7.202,-15.038,0.130204082,,,,,,,,,,,,,,,,,
64724,21.601,2.849,11.881,-16.084,0.290714286,,,,,,,,,,,,,,,,,
64725,21.625,1.663,4.948,-10.891,0.169693878,,,,,,,,,,,,,,,,,
64726,21.65,4.61,8.531,-13.126,0.470408163,,,,,,,,,,,,,,,,,
64727,21.675,4.398,5.757,-12.772,0.44877551,,,,,,,,,,,,,,,,,
64728,21.7,4.579,5.729,-10.118,0.467244898,,,,,,,,,,,,,,,,,
64729,21.725,4.633,0.487,-11.522,0.472755102,,,,,,,,,,,,,,,,,
64730,21.75,3.671,11.888,-12.013,0.374591837,,,,,,,,,,,,,,,,,
64731,21.775,3.053,8.927,-11.272,0.311530612,,,,,,,,,,,,,,,,,
64732,21.8,3.135,11.564,-8.945,0.319897959,,,,,,,,,,,,,,,,,
64733,21.825,4.354,9.977,-11.284,0.444285714,,,,,,,,,,,,,,,,,
64734,21.85,2.7,8.171,-6.605,0.275510204,,,,,,,,,,,,,,,,,
64735,21.875,4.109,12.031,-2.836,0.419285714,,,,,,,,,,,,,,,,,
64736,21.9,2.283,12.013,-6.788,0.232959184,,,,,,,,,,,,,,,,,
64737,21.925,3.873,13.772,-3.78,0.395204082,,,,,,,,,,,,,,,,,
64738,21.95,1.491,13.259,-1.082,0.152142857,,,,,,,,,,,,,,,,,
64739,21.975,4.67,16.191,-1.248,0.476530612,,,,,,,,,,,,,,,,,
64740,22,1.434,17.934,-2.342,0.146326531,,,,,,,,,,,,,,,,,
64741,22.025,2.74,16.516,-2.717,0.279591837,,,,,,,,,,,,,,,,,
64742,22.05,2.97,14.607,-3.446,0.303061224,,,,,,,,,,,,,,,,,
64743,22.075,0.154,12.473,2.392,0.015714286,,,,,,,,,,,,,,,,,
64744,22.1,0.644,10.294,2.957,0.065714286,,,,,,,,,,,,,,,,,
64745,22.125,1.923,9.752,1.549,0.19622449,,,,,,,,,,,,,,,,,
64746,22.15,2.645,10.959,1.221,0.269897959,,,,,,,,,,,,,,,,,
64747,22.175,1.889,11.052,4.738,0.192755102,,,,,,,,,,,,,,,,,
64748,22.2,2.674,7.456,4.246,0.272857143,,,,,,,,,,,,,,,,,
64749,22.225,2.461,7.894,3.079,0.251122449,,,,,,,,,,,,,,,,,
64750,22.25,2.368,7.663,4.192,0.241632653,,,,,,,,,,,,,,,,,
64751,22.275,2.469,6.924,5.101,0.251938776,,,,,,,,,,,,,,,,,
64752,22.3,2.166,4.312,6.328,0.221020408,,,,,,,,,,,,,,,,,
64753,22.325,2.436,4.294,6.232,0.248571429,,,,,,,,,,,,,,,,,
64754,22.35,1.935,4.231,6.744,0.19744898,,,,,,,,,,,,,,,,,
64755,22.375,1.636,2.901,7.599,0.166938776,,,,,,,,,,,,,,,,,
64756,22.4,1.603,1.807,8.24,0.163571429,,,,,,,,,,,,,,,,,
64757,22.425,1.575,3.705,8.61,0.160714286,,,,,,,,,,,,,,,,,
64758,22.45,1.496,2.61,9.766,0.152653061,,,,,,,,,,,,,,,,,
64759,22.475,1.334,2.76,9.63,0.136122449,,,,,,,,,,,,,,,,,
64760,22.5,0.922,3.547,11.074,0.094081633,,,,,,,,,,,,,,,,,
64761,22.525,1.214,1.516,11.469,0.123877551,,,,,,,,,,,,,,,,,
64762,22.55,1.164,3.714,12.368,0.11877551,,,,,,,,,,,,,,,,,
64763,22.575,1.603,4.114,12.001,0.163571429,,,,,,,,,,,,,,,,,
64764,22.6,0.732,6.041,11.529,0.074693878,,,,,,,,,,,,,,,,,
64765,22.625,0.496,6.966,11.294,0.050612245,,,,,,,,,,,,,,,,,
64766,22.651,0.387,5.567,12.451,0.039489796,,,,,,,,,,,,,,,,,
64767,22.675,1.285,10.516,11.536,0.131122449,,,,,,,,,,,,,,,,,
64768,22.7,1.299,6.739,11.162,0.13255102,,,,,,,,,,,,,,,,,
64769,22.725,1.705,8.758,10.72,0.173979592,,,,,,,,,,,,,,,,,
64770,22.75,0.162,10.28,8.559,0.016530612,,,,,,,,,,,,,,,,,
64771,22.775,0.799,12.136,8.04,0.081530612,,,,,,,,,,,,,,,,,
64772,22.8,1.879,10.35,5.672,0.191734694,,,,,,,,,,,,,,,,,
64773,22.825,1.408,8.931,4.455,0.143673469,,,,,,,,,,,,,,,,,
64774,22.85,0.991,8.635,4.894,0.101122449,,,,,,,,,,,,,,,,,
64775,22.875,1.569,10.438,4.442,0.160102041,,,,,,,,,,,,,,,,,
64776,22.9,1.033,7.742,4.357,0.105408163,,,,,,,,,,,,,,,,,
64777,22.925,1.408,6.641,3.796,0.143673469,,,,,,,,,,,,,,,,,
64778,22.95,1.552,6.458,3.169,0.158367347,,,,,,,,,,,,,,,,,
64779,22.975,1.336,5.863,3.524,0.136326531,,,,,,,,,,,,,,,,,
64780,23,1.371,5.169,3.01,0.139897959,,,,,,,,,,,,,,,,,
64781,23.025,1.478,5.039,2.929,0.150816327,,,,,,,,,,,,,,,,,
64782,23.05,2.615,3.694,3.915,0.266836735,,,,,,,,,,,,,,,,,
64783,23.075,1.574,2.69,3.33,0.160612245,,,,,,,,,,,,,,,,,
64784,23.1,1.633,2.556,4.129,0.166632653,,,,,,,,,,,,,,,,,
64785,23.125,1.889,2.366,4.288,0.192755102,,,,,,,,,,,,,,,,,
64786,23.15,1.926,1.835,5,0.196530612,,,,,,,,,,,,,,,,,
64787,23.175,1.87,1.242,5.472,0.190816327,,,,,,,,,,,,,,,,,
64788,23.2,1.92,0.86,6.108,0.195918367,,,,,,,,,,,,,,,,,
64789,23.225,2.056,0.714,7.279,0.209795918,,,,,,,,,,,,,,,,,
64790,23.25,1.751,0.867,8.199,0.178673469,,,,,,,,,,,,,,,,,
64791,23.275,1.755,0.805,9.026,0.179081633,,,,,,,,,,,,,,,,,
64792,23.3,1.806,0.976,10.253,0.184285714,,,,,,,,,,,,,,,,,
64793,23.325,1.689,3.58,10.809,0.172346939,,,,,,,,,,,,,,,,,
64794,23.35,1.735,2.724,11.572,0.177040816,,,,,,,,,,,,,,,,,
64795,23.375,1.458,7.535,11.062,0.14877551,,,,,,,,,,,,,,,,,
64796,23.4,1.641,9.15,10.414,0.16744898,,,,,,,,,,,,,,,,,
64797,23.425,1.362,10.469,10.655,0.138979592,,,,,,,,,,,,,,,,,
64798,23.45,2.735,12.402,9.543,0.279081633,,,,,,,,,,,,,,,,,
64799,23.475,2.306,11.295,9.469,0.235306122,,,,,,,,,,,,,,,,,
64800,23.5,0.597,18.685,7.686,0.060918367,,,,,,,,,,,,,,,,,
64801,23.525,3.371,19.869,-1.773,0.343979592,,,,,,,,,,,,,,,,,
64802,23.55,1.98,16.211,0.275,0.202040816,,,,,,,,,,,,,,,,,
64803,23.575,1.742,12.683,3.916,0.177755102,,,,,,,,,,,,,,,,,
64804,23.6,1.062,11.94,-3.71,0.108367347,,,,,,,,,,,,,,,,,
64805,23.626,1.171,12.308,-5.67,0.119489796,,,,,,,,,,,,,,,,,
64806,23.65,1.763,10.432,-3.29,0.179897959,,,,,,,,,,,,,,,,,
64807,23.675,0.389,9.185,-2.82,0.039693878,,,,,,,,,,,,,,,,,
64808,23.7,1.277,7.099,-6.051,0.130306122,,,,,,,,,,,,,,,,,
64809,23.725,0.745,4.17,-6.633,0.076020408,,,,,,,,,,,,,,,,,
64810,23.75,1.367,4.738,-6.474,0.139489796,,,,,,,,,,,,,,,,,
64811,23.775,1.514,3.596,-6.83,0.154489796,,,,,,,,,,,,,,,,,
64812,23.8,1.182,3.223,-5.918,0.120612245,,,,,,,,,,,,,,,,,
64813,23.825,1.255,2.422,-6.092,0.128061224,,,,,,,,,,,,,,,,,
64814,23.85,1.37,2.744,-4.885,0.139795918,,,,,,,,,,,,,,,,,
64815,23.875,1.61,2.286,-5.064,0.164285714,,,,,,,,,,,,,,,,,
64816,23.9,1.711,1.78,-4.014,0.174591837,,,,,,,,,,,,,,,,,
64817,23.925,1.612,2.21,-3.792,0.164489796,,,,,,,,,,,,,,,,,
64818,23.95,1.739,1.556,-3.664,0.17744898,,,,,,,,,,,,,,,,,
64819,23.975,1.947,1.69,-3.051,0.198673469,,,,,,,,,,,,,,,,,
64820,24,1.789,1.747,-2.677,0.18255102,,,,,,,,,,,,,,,,,
64821,24.025,1.877,1.881,-2.289,0.191530612,,,,,,,,,,,,,,,,,
64822,24.05,1.831,1.83,-1.961,0.186836735,,,,,,,,,,,,,,,,,
64823,24.075,1.817,2.241,-1.647,0.185408163,,,,,,,,,,,,,,,,,
64824,24.1,1.782,2.655,-1.145,0.181836735,,,,,,,,,,,,,,,,,
64825,24.125,1.942,3.142,-0.923,0.198163265,,,,,,,,,,,,,,,,,
64826,24.15,1.86,3.675,-0.657,0.189795918,,,,,,,,,,,,,,,,,
64827,24.175,2.035,4.213,-0.411,0.207653061,,,,,,,,,,,,,,,,,
64828,24.2,2.161,4.891,-0.039,0.220510204,,,,,,,,,,,,,,,,,
64829,24.225,2.038,5.54,0.076,0.207959184,,,,,,,,,,,,,,,,,
64830,24.25,2.154,6.338,0.279,0.219795918,,,,,,,,,,,,,,,,,
64831,24.275,2.036,7.121,-0.244,0.207755102,,,,,,,,,,,,,,,,,
64832,24.3,2.158,7.857,0.36,0.220204082,,,,,,,,,,,,,,,,,
64833,24.325,1.723,8.543,0.038,0.175816327,,,,,,,,,,,,,,,,,
64834,24.35,2.051,9.045,-0.796,0.209285714,,,,,,,,,,,,,,,,,
64835,24.375,2.331,9.538,-1.804,0.237857143,,,,,,,,,,,,,,,,,
64836,24.4,1.981,9.268,-2.663,0.202142857,,,,,,,,,,,,,,,,,
64837,24.425,2.196,9.237,-4.325,0.224081633,,,,,,,,,,,,,,,,,
64838,24.45,1.849,9.994,-4.25,0.188673469,,,,,,,,,,,,,,,,,
64839,24.475,1.365,10.422,-7.579,0.139285714,,,,,,,,,,,,,,,,,
64840,24.5,1.458,11.192,-6.561,0.14877551,,,,,,,,,,,,,,,,,
64841,24.525,1.401,12.26,-6.114,0.142959184,,,,,,,,,,,,,,,,,
64842,24.55,0.886,16.28,-5.294,0.090408163,,,,,,,,,,,,,,,,,
64843,24.575,0.952,16.787,-7.385,0.097142857,,,,,,,,,,,,,,,,,
64844,24.6,0.853,13.056,-8.744,0.087040816,,,,,,,,,,,,,,,,,
64845,24.625,0.431,10.912,-8.503,0.043979592,,,,,,,,,,,,,,,,,
64846,24.65,1.149,14.375,-8.316,0.117244898,,,,,,,,,,,,,,,,,
64847,24.675,0.441,13.07,-8.01,0.045,,,,,,,,,,,,,,,,,
64848,24.7,1.478,13.967,-8.382,0.150816327,,,,,,,,,,,,,,,,,
64849,24.725,1.055,8.713,-10.107,0.107653061,,,,,,,,,,,,,,,,,
64850,24.75,0.931,13.624,-6.767,0.095,,,,,,,,,,,,,,,,,
64851,24.775,0.425,9.839,-5.213,0.043367347,,,,,,,,,,,,,,,,,
64852,24.8,1.879,7.866,-8.198,0.191734694,,,,,,,,,,,,,,,,,
64853,24.825,0.789,8.044,-5.821,0.080510204,,,,,,,,,,,,,,,,,
64854,24.85,1.738,8.942,-3.909,0.177346939,,,,,,,,,,,,,,,,,
64855,24.875,1.28,9.001,-2.117,0.130612245,,,,,,,,,,,,,,,,,
64856,24.9,1.406,9.037,-0.147,0.143469388,,,,,,,,,,,,,,,,,
64857,24.925,2.146,9.183,0.136,0.218979592,,,,,,,,,,,,,,,,,
64858,24.95,1.994,9.508,0.103,0.203469388,,,,,,,,,,,,,,,,,
64859,24.975,1.605,9.382,1.418,0.16377551,,,,,,,,,,,,,,,,,
64860,25,1.724,9.097,1.384,0.175918367,,,,,,,,,,,,,,,,,
64861,25.025,1.647,9.101,1.393,0.168061224,,,,,,,,,,,,,,,,,
64862,25.05,1.841,8.462,1.416,0.187857143,,,,,,,,,,,,,,,,,
64863,25.075,1.93,8.73,1.445,0.196938776,,,,,,,,,,,,,,,,,
64864,25.1,1.356,8.761,1.933,0.138367347,,,,,,,,,,,,,,,,,
64865,25.125,1.58,7.827,2.195,0.16122449,,,,,,,,,,,,,,,,,
64866,25.15,1.84,8.061,2.031,0.187755102,,,,,,,,,,,,,,,,,
64867,25.175,2.028,7.902,2.638,0.206938776,,,,,,,,,,,,,,,,,
64868,25.2,1.993,7.259,2.391,0.203367347,,,,,,,,,,,,,,,,,
64869,25.226,1.97,8.127,2.357,0.201020408,,,,,,,,,,,,,,,,,
64870,25.25,2.025,7.942,3.293,0.206632653,,,,,,,,,,,,,,,,,
64871,25.275,2.173,7.898,3.53,0.221734694,,,,,,,,,,,,,,,,,
64872,25.3,2.009,7.871,4.639,0.205,,,,,,,,,,,,,,,,,
64873,25.325,2.493,6.763,4.844,0.254387755,,,,,,,,,,,,,,,,,
64874,25.35,1.877,8.028,5.803,0.191530612,,,,,,,,,,,,,,,,,
64875,25.375,2.326,7.751,7.157,0.237346939,,,,,,,,,,,,,,,,,
64876,25.4,2.119,7.496,7.609,0.21622449,,,,,,,,,,,,,,,,,
64877,25.425,2.118,8.295,7.871,0.216122449,,,,,,,,,,,,,,,,,
64878,25.451,2.045,8.103,9.743,0.208673469,,,,,,,,,,,,,,,,,
64879,25.475,1.773,8.216,9.209,0.180918367,,,,,,,,,,,,,,,,,
64880,25.5,2.053,8.823,9.592,0.209489796,,,,,,,,,,,,,,,,,
64881,25.525,2.076,9.612,10.752,0.211836735,,,,,,,,,,,,,,,,,
64882,25.55,2.295,12.144,9.842,0.234183673,,,,,,,,,,,,,,,,,
64883,25.575,1.223,10.536,9.825,0.124795918,,,,,,,,,,,,,,,,,
64884,25.601,2.196,11.783,8.654,0.224081633,,,,,,,,,,,,,,,,,
64885,25.625,1.283,12.287,9.396,0.130918367,,,,,,,,,,,,,,,,,
64886,25.65,1.441,12.89,8.95,0.147040816,,,,,,,,,,,,,,,,,
64887,25.675,1.074,12.411,8.365,0.109591837,,,,,,,,,,,,,,,,,
64888,25.7,1.803,9.101,9.595,0.183979592,,,,,,,,,,,,,,,,,
64889,25.725,1.11,13.483,7.373,0.113265306,,,,,,,,,,,,,,,,,
64890,25.751,1.448,11.992,7.858,0.147755102,,,,,,,,,,,,,,,,,
64891,25.775,2.24,8.213,7.857,0.228571429,,,,,,,,,,,,,,,,,
64892,25.8,1.196,8.617,6.315,0.122040816,,,,,,,,,,,,,,,,,
64893,25.826,2.08,9.186,6.149,0.212244898,,,,,,,,,,,,,,,,,
64894,25.85,1.379,8.045,7.491,0.140714286,,,,,,,,,,,,,,,,,
64895,25.875,1.887,7.02,5.89,0.19255102,,,,,,,,,,,,,,,,,
64896,25.901,1.581,7.943,5.193,0.161326531,,,,,,,,,,,,,,,,,
64897,25.925,1.656,7.289,6.618,0.168979592,,,,,,,,,,,,,,,,,
64898,25.95,1.837,6.493,6.031,0.18744898,,,,,,,,,,,,,,,,,
64899,25.975,1.806,5.339,6.424,0.184285714,,,,,,,,,,,,,,,,,
64900,26,1.717,4.677,6.263,0.175204082,,,,,,,,,,,,,,,,,
64901,26.025,1.784,3.576,6.251,0.182040816,,,,,,,,,,,,,,,,,
64902,26.051,2.035,4.157,6.458,0.207653061,,,,,,,,,,,,,,,,,
64903,26.075,1.943,3.168,6.422,0.198265306,,,,,,,,,,,,,,,,,
64904,26.1,2.002,3.075,6.393,0.204285714,,,,,,,,,,,,,,,,,
64905,26.125,2.21,2.112,6.361,0.225510204,,,,,,,,,,,,,,,,,
64906,26.15,2.052,1.629,6.38,0.209387755,,,,,,,,,,,,,,,,,
64907,26.175,2.178,1.416,6.587,0.222244898,,,,,,,,,,,,,,,,,
64908,26.201,2.178,0.696,6.299,0.222244898,,,,,,,,,,,,,,,,,
64909,26.225,2.117,0.256,6.459,0.216020408,,,,,,,,,,,,,,,,,
64910,26.25,2.15,-0.211,6.844,0.219387755,,,,,,,,,,,,,,,,,
64911,26.275,1.891,0.43,6.912,0.192959184,,,,,,,,,,,,,,,,,
64912,26.3,1.82,-0.313,7.436,0.185714286,,,,,,,,,,,,,,,,,
64913,26.325,1.71,-0.075,7.567,0.174489796,,,,,,,,,,,,,,,,,
64914,26.351,1.69,0.455,8.247,0.17244898,,,,,,,,,,,,,,,,,
64915,26.375,1.549,1.326,8.38,0.158061224,,,,,,,,,,,,,,,,,
64916,26.4,1.567,1.482,8.924,0.159897959,,,,,,,,,,,,,,,,,
64917,26.425,1.799,2.415,9.444,0.183571429,,,,,,,,,,,,,,,,,
64918,26.45,1.779,3.616,9.537,0.181530612,,,,,,,,,,,,,,,,,
64919,26.475,1.856,6.281,9.072,0.189387755,,,,,,,,,,,,,,,,,
64920,26.501,1.727,7.125,9.407,0.17622449,,,,,,,,,,,,,,,,,
64921,26.525,1.959,7.426,8.41,0.199897959,,,,,,,,,,,,,,,,,
64922,26.55,2.106,9.447,6.509,0.214897959,,,,,,,,,,,,,,,,,
64923,26.575,2.699,10.865,5.765,0.275408163,,,,,,,,,,,,,,,,,
64924,26.6,2.725,11.974,5.391,0.278061224,,,,,,,,,,,,,,,,,
64925,26.625,2.283,13.401,3.402,0.232959184,,,,,,,,,,,,,,,,,
64926,26.651,2.404,14.297,4.878,0.245306122,,,,,,,,,,,,,,,,,
64927,26.675,1.928,15.359,3.11,0.196734694,,,,,,,,,,,,,,,,,
64928,26.7,2.511,14.342,-0.573,0.25622449,,,,,,,,,,,,,,,,,
64929,26.725,2.237,12.564,-3.132,0.228265306,,,,,,,,,,,,,,,,,
64930,26.75,2.028,10.944,-6.111,0.206938776,,,,,,,,,,,,,,,,,
64931,26.775,1.753,10.607,-10.811,0.178877551,,,,,,,,,,,,,,,,,
64932,26.801,1.947,8.126,-13.099,0.198673469,,,,,,,,,,,,,,,,,
64933,26.825,1.906,10.104,-13.071,0.194489796,,,,,,,,,,,,,,,,,
64934,26.85,1.833,7.383,-15.544,0.187040816,,,,,,,,,,,,,,,,,
64935,26.875,1.068,9.519,-15.082,0.108979592,,,,,,,,,,,,,,,,,
64936,26.9,1.787,8.619,-16.889,0.182346939,,,,,,,,,,,,,,,,,
64937,26.925,1.714,3.626,-16.577,0.174897959,,,,,,,,,,,,,,,,,
64938,26.951,1.379,2.412,-16.261,0.140714286,,,,,,,,,,,,,,,,,
64939,26.975,1.487,-3.506,-13.831,0.151734694,,,,,,,,,,,,,,,,,
64940,27,1.653,-2.84,-13.805,0.168673469,,,,,,,,,,,,,,,,,
64941,27.025,1.628,-7.652,-11.034,0.166122449,,,,,,,,,,,,,,,,,
64942,27.05,2.024,-9.486,-10.329,0.206530612,,,,,,,,,,,,,,,,,
64943,27.075,1.561,-10.458,-8.802,0.159285714,,,,,,,,,,,,,,,,,
64944,27.101,2.175,-10.785,-8.395,0.221938776,,,,,,,,,,,,,,,,,
64945,27.125,1.712,-11.299,-7.218,0.174693878,,,,,,,,,,,,,,,,,
64946,27.15,2.346,-9.358,-7.709,0.239387755,,,,,,,,,,,,,,,,,
64947,27.175,1.898,-8.985,-7.274,0.193673469,,,,,,,,,,,,,,,,,
64948,27.2,2.525,-8.876,-7.053,0.257653061,,,,,,,,,,,,,,,,,
64949,27.225,2.304,-8.811,-6.59,0.235102041,,,,,,,,,,,,,,,,,
64950,27.251,2.067,-5.491,-8.393,0.210918367,,,,,,,,,,,,,,,,,
64951,27.275,2.022,-3.858,-8.573,0.206326531,,,,,,,,,,,,,,,,,
64952,27.3,2.294,-2.739,-9.474,0.234081633,,,,,,,,,,,,,,,,,
64953,27.325,2.095,-0.205,-10.484,0.21377551,,,,,,,,,,,,,,,,,
64954,27.35,2.09,1.095,-10.875,0.213265306,,,,,,,,,,,,,,,,,
64955,27.375,1.874,1.204,-11.164,0.19122449,,,,,,,,,,,,,,,,,
64956,27.401,2.038,5.58,-12.205,0.207959184,,,,,,,,,,,,,,,,,
64957,27.425,1.973,5.875,-12.559,0.201326531,,,,,,,,,,,,,,,,,
64958,27.45,2.156,6.028,-12.852,0.22,,,,,,,,,,,,,,,,,
